chr	Start	End	strand	gene_name	gene_body_length	epd_id	TATA-box	Inr	log10_burst_size
chr7	44364230	44366230	-	CAMK2B	108482	CAMK2B_1	0	0	0.486845
chr7	44364230	44366230	-	CAMK2B	108482	CAMK2B_2	0	1	0.486845
chr7	44529385	44531385	-	NUDCD3	108421	NUDCD3_1	0	0	0.486863
chr7	44579914	44581914	-	NPC1L1	28780	NPC1L1_1	0	0	0.530122
chr7	44613137	44615137	-	DDX56	9122	DDX56_1	0	0	0.567597
chr7	44620894	44622894	-	TMED4	4401	TMED4_1	0	0	0.591369
chr7	44886725	44888725	-	H2AFV	14513	H2AFV_1	0	0	0.552452
chr7	44923984	44925984	-	PURB	9093	PURB_1	0	0	0.567701
chr7	45017704	45019704	-	MYO1G	16445	MYO1G_1	0	1	0.548376
chr7	45025259	45027259	-	SNHG15	3633	SNHG15_1	0	0	0.597624
chr7	45025259	45027259	-	SNHG15	3633	SNHG15_2	0	1	0.597624
chr7	45127493	45129493	-	NACAD	8458	NACAD_1	0	0	0.570062
chr7	45150346	45152346	-	TBRG4	11648	CPR2_1	0	0	0.559625
chr7	45959871	45961871	-	IGFBP3	9028	IGFBP3_1	1	1	0.923403
chr7	47620742	47622742	-	TNS3	306991	TNS3_1	0	0	0.452917
chr7	47987088	47989088	-	PKD1L1	173839	PKD1L1_1	0	1	0.471465
chr7	48018222	48020222	-	HUS1	16338	HUS1_1	0	1	0.548589
chr7	48067716	48069716	-	SUN3	41971	SUN3_1	0	0	0.517817
chr7	50131860	50133860	-	ZPBP	155837	ZPBP_1	0	0	0.475030
chr7	50517104	50519104	-	FIGNL1	13087	FIGNL1_1	0	1	0.555825
chr7	50627768	50629768	-	DDC	102635	DDC_1	1	0	0.586315
chr7	51383558	51385558	-	COBL	300650	COBL_1	0	0	0.453598
chr7	53878624	53880624	-	LINC01446	156423	LINC01446_1	0	0	0.474908
chr7	54825939	54827939	-	SEC61G	7000	SEC61G_1	0	1	0.576233
chr7	55255642	55257642	-	EGFR-AS1	9200	EGFR-AS1_1	1	0	0.770362
chr7	55322328	55324328	-	ELDR	17200	ELDR_1	0	0	0.546912
chr7	55639213	55641213	-	VOPP1	101913	VOPP1_1	0	0	0.488882
chr7	55929482	55931482	-	SEPT14	69246	SEPT14_1	1	0	0.616343
chr7	56118268	56120268	-	PSPH	40525	PSPH_2	0	1	0.518960
chr7	56159689	56161689	-	PHKG1	12714	PHKG1_1	0	1	0.556768
chr7	56173323	56175323	-	CHCHD2	5069	CHCHD2_1	0	1	0.586760
chr7	56183090	56185090	-	NUPR2	1717	NUPR1L_1	0	1	0.622069
chr7	64022505	64024505	-	ZNF680	43251	ZNF680_1	0	0	0.516837
chr7	64450414	64452414	-	ZNF117	16585	ZNF117_2	0	0	0.548099
chr7	64450414	64452414	-	ZNF117	16585	ZNF117_1	0	0	0.548099
chr7	64466124	64468124	-	ERV3-1-ZNF117	32295	ERV3-1_1	0	0	0.526364
chr7	64466124	64468124	-	ERV3-1	16392	ERV3-1_1	0	0	0.548481
chr7	65446301	65448301	-	GUSB	21630	GUSB_1	0	1	0.539437
chr7	66459683	66461683	-	SBDS	8020	SBDS_1	0	1	0.571797
chr7	71876360	71878360	-	CALN1	632885	CALN1_2	1	0	0.447507
chr7	72297813	72299813	-	TYW1B	259322	TYW1B_1	0	0	0.458421
chr7	72721864	72723864	-	NSUN5	6352	WBSCR20A_1	0	0	0.579401
chr7	72721864	72723864	-	NSUN5	6352	NSUN5_1	0	1	0.579401
chr7	72741085	72743085	-	TRIM50	15554	TRIM50_2	0	0	0.550193
chr7	72935615	72937615	-	BAZ1B	81888	BAZ1B_2	0	0	0.496017
chr7	72935615	72937615	-	BAZ1B	81888	BAZ1B_1	0	0	0.496017
chr7	72971065	72973065	-	BCL7B	21383	BCL7B_1	0	0	0.539812
chr7	72971065	72973065	-	BCL7B	21383	BCL7B_2	0	0	0.539812
chr7	72992013	72994013	-	TBL2	9737	TBL2_1	0	0	0.565469
chr7	72992013	72994013	-	TBL2	9737	TBL2_2	0	0	0.565469
chr7	73037870	73039870	-	MLXIPL	31347	MLXIPL_1	0	0	0.527336
chr7	73096781	73098781	-	DNAJC30	2534	DNAJC30_1	0	1	0.609374
chr7	73133017	73135017	-	STX1A	20483	STX1A_1	0	1	0.541214
chr7	73152197	73154197	-	ABHD11	2773	ABHD11_1	0	0	0.606434
chr7	73183600	73185600	-	CLDN3	1274	CLDN3_1	0	1	0.631802
chr7	73255855	73257855	-	WBSCR27	7935	WBSCR27_1	0	1	0.572144
chr7	73667788	73669788	-	RFC2	22957	RFC2_1	0	0	0.537495
chr7	73667788	73669788	-	RFC2	22957	RFC2_2	0	0	0.537495
chr7	74488717	74490717	-	RCC1L	33448	WBSCR16_1	0	0	0.525220
chr7	75114565	75116565	-	POM121C	69506	POM121C_1	0	1	0.501364
chr7	75367290	75369290	-	HIP1	205672	HIP1_1	0	0	0.465981
chr7	75442033	75444033	-	CCL24	1920	CCL24_1	1	0	0.889924
chr7	75622992	75624992	-	TMEM120A	7838	TMEM120A_1	0	1	0.572545
chr7	75676321	75678321	-	STYXL1	51667	STYXL1_2	0	1	0.511038
chr7	75676321	75678321	-	STYXL1	51667	STYXL1_1	0	1	0.511038
chr7	75987342	75989342	-	YWHAG	32235	YWHAG_1	0	1	0.526425
chr7	76038012	76040012	-	SSC4D	20367	SSC4D_1	0	0	0.541400
chr7	76255620	76257620	-	POMZP3	17318	POMZP3_1	0	0	0.546689
chr7	76828150	76830150	-	FGL2	6463	FGL2_1	1	0	0.797307
chr7	77044717	77046717	-	GSAP	105650	GSAP_1	0	0	0.487707
chr7	77324582	77326582	-	APTR	38606	APTR_1	0	0	0.520542
chr7	77426747	77428747	-	TMEM60	4703	TMEM60_1	0	0	0.589205
chr7	77426747	77428747	-	TMEM60	4703	TMEM60_2	1	0	0.821564
chr7	79081890	79083890	-	MAGI2	1436517	MAGI2_1	0	0	0.402586
chr7	80140325	80142325	-	GNAT3	53375	GNAT3_1	0	0	0.509977
chr7	80547667	80549667	-	SEMA3C	176814	SEMA3C_2	0	1	0.470911
chr7	80547667	80549667	-	SEMA3C	176814	SEMA3C_1	0	1	0.470911
chr7	81398514	81400514	-	HGF	71191	HGF_1	0	0	0.500583
chr7	82072122	82074122	-	CACNA2D1	497363	CACNA2D1_2	0	1	0.437180
chr7	82072122	82074122	-	CACNA2D1	497363	CACNA2D1_1	1	0	0.465894
chr7	82791197	82793197	-	PCLO	342402	PCLO_1	0	1	0.449356
chr7	83277479	83279479	-	SEMA3E	285258	SEMA3E_2	0	0	0.455312
chr7	83277479	83279479	-	SEMA3E	285258	SEMA3E_1	0	1	0.455312
chr7	83823217	83825217	-	SEMA3A	236559	SEMA3A_2	0	0	0.461417
chr7	83823217	83825217	-	SEMA3A	236559	SEMA3A_1	0	1	0.461417
chr7	84750247	84752247	-	SEMA3D	126376	SEMA3D_1	0	0	0.481865
chr7	86848903	86850903	-	TMEM243	24426	TMEM243_1	0	1	0.535472
chr7	86973808	86975808	-	TP53TG1	20145	TP53TG1_1	0	0	0.541757
chr7	87104019	87106019	-	ABCB4	73659	ABCB4_1	0	1	0.499471
chr7	87104019	87106019	-	ABCB4	73659	ABCB4_2	0	0	0.499471
chr7	87341639	87343639	-	ABCB1	209461	ABCB1_2	0	0	0.465385
chr7	87504692	87506692	-	SLC25A40	41879	SLC25A40_1	0	0	0.517888
chr7	87848399	87850399	-	SRI	14968	SRI_2	0	1	0.551445
chr7	87935228	87937228	-	STEAP4	30485	STEAP4_1	0	1	0.528245
chr7	88424031	88426031	-	C7orf62	1612	C7orf62_1	0	1	0.624127
chr7	91509034	91511034	-	MTERF1	7844	MTERF1_1	0	1	0.572520
chr7	91762840	91764840	-	CYP51A1	22378	CYP51A1_1	0	0	0.538328
chr7	91762840	91764840	-	CYP51A1	22378	CYP51A1_2	0	1	0.538328
chr7	91874212	91876212	-	KRIT1	46930	KRIT1_1	0	1	0.514174
chr7	91874212	91876212	-	KRIT1	46930	KRIT1_2	0	0	0.514174
chr7	92156845	92158845	-	PEX1	41509	PEX1_1	0	1	0.518178
chr7	92218708	92220708	-	FAM133B	29637	FAM133B_2	0	0	0.529165
chr7	92218708	92220708	-	FAM133B	29637	FAM133B_1	0	1	0.529165
chr7	92218696	92220696	-	FAM133DP	29329	FAM133B_2	0	0	0.529506
chr7	92218696	92220696	-	FAM133DP	29329	FAM133B_1	0	1	0.529506
chr7	92462231	92464231	-	CDK6	228997	CDK6_3	0	0	0.462477
chr7	92462231	92464231	-	CDK6	228997	CDK6_2	0	0	0.462477
chr7	92746336	92748336	-	SAMD9	18511	SAMD9_1	0	0	0.544516
chr7	92776701	92778701	-	SAMD9L	18335	SAMD9L_1	0	1	0.544828
chr7	92847908	92849908	-	HEPACAM2	31057	HEPACAM2_2	0	0	0.527639
chr7	93203042	93205042	-	CALCR	150244	CALCR_1	0	1	0.476223
chr7	93519303	93521303	-	TFPI2	5595	TFPI2_2	1	1	0.959912
chr7	93519303	93521303	-	TFPI2	5595	TFPI2_1	0	0	0.583540
chr7	93632694	93634694	-	BET1	11141	BET1_1	0	1	0.561076
chr7	94284521	94286521	-	SGCE	70986	SGCE_1	0	0	0.500677
chr7	94952884	94954884	-	PON1	26216	PON1_1	0	0	0.533166
chr7	95024687	95026687	-	PON3	36504	PON3_1	0	0	0.522368
chr7	95063384	95065384	-	PON2	30211	PON2_1	0	1	0.528540
chr7	95063384	95065384	-	PON2	30211	PON2_2	0	1	0.528540
chr7	95224925	95226925	-	PDK4	13117	PDK4_1	1	0	0.743296
chr7	95950459	95952459	-	SLC25A13	201928	SLC25A13_1	0	0	0.466580
chr7	96338203	96340203	-	SEM1	21125	SHFM1_1	0	0	0.540208
chr7	96642377	96644377	-	DLX6-AS1	45551	DLX6-AS1_3	1	1	0.799902
chr7	96653143	96655143	-	DLX5	4442	DLX5_1	0	1	0.591067
chr7	97500854	97502854	-	ASNS	20426	ASNS_1	0	0	0.541305
chr7	97500854	97502854	-	ASNS	20426	ASNS_2	1	0	0.709501
chr7	97618416	97620416	-	OCM2	5404	OCM2_1	0	0	0.584673
chr7	97880563	97882563	-	TECPR1	36809	TECPR1_1	0	1	0.522097
chr7	98029427	98031427	-	BAIAP2L1	109466	BAIAP2L1_1	0	0	0.486550
chr7	98466673	98468673	-	TMEM130	23563	TMEM130_2	0	0	0.536645
chr7	98466673	98468673	-	TMEM130	23563	TMEM130_1	0	1	0.536645
chr7	98740743	98742743	-	SMURF1	116686	SMURF1_1	0	0	0.484467
chr7	99005305	99007305	-	PDAP1	14008	PDAP1_1	0	1	0.553607
chr7	99062824	99064824	-	ATP5J2-PTCD1	49463	ATP5J2_1	0	1	0.512460
chr7	99035462	99037462	-	PTCD1	22101	PTCD1_1	0	1	0.538735
chr7	99062824	99064824	-	ATP5J2	8041	ATP5J2_1	0	1	0.571711
chr7	99096931	99098931	-	ZNF394	7078	ZNF394_1	0	0	0.575872
chr7	99148757	99150757	-	FAM200A	5835	FAM200A_1	0	0	0.582170
chr7	99276649	99278649	-	CYP3A5	31838	CYP3A5_1	0	0	0.526829
chr7	99331823	99333823	-	CYP3A7-CYP3A51P	50522	CYP3A7_1	0	0	0.511769
chr7	99331823	99333823	-	CYP3A7	30164	CYP3A7_1	0	0	0.528590
chr7	99380811	99382811	-	CYP3A4	27229	CYP3A4_1	1	1	0.839165
chr7	99516223	99518223	-	TRIM4	29194	TRIM4_1	0	0	0.529656
chr7	99526243	99528243	-	GJC3	6352	GJC3_1	0	0	0.579401
chr7	99572735	99574735	-	AZGP1	9386	AZGP1_1	0	0	0.566667
chr7	99678387	99680387	-	ZNF3	11794	ZNF3_1	0	0	0.559218
chr7	99698563	99700563	-	MCM7	9213	MCM7_3	0	0	0.567273
chr7	99698563	99700563	-	MCM7	9213	MCM7_1	0	1	0.567273
chr7	99715995	99717995	-	TAF6	12303	TAF6_1	0	0	0.557840
chr7	99715995	99717995	-	TAF6	12303	TAF6_2	0	0	0.557840
chr7	99755344	99757344	-	C7orf43	4302	C7orf43_1	0	1	0.592111
chr7	99765373	99767373	-	GAL3ST4	9509	GAL3ST4_1	0	0	0.566242
chr7	99774049	99776049	-	GPC2	7821	GPC2_1	0	0	0.572616
chr7	99868855	99870855	-	GATS	71578	GATS_1	0	0	0.500406
chr7	100025431	100027431	-	ZCWPW1	27937	ZCWPW1_1	0	0	0.531092
chr7	100033096	100035096	-	PPP1R35	1197	PPP1R35_1	0	0	0.633835
chr7	100060894	100062894	-	C7orf61	7657	C7orf61_1	0	1	0.573307
chr7	100075902	100077902	-	TSC22D4	12761	TSC22D4_1	0	0	0.556648
chr7	100170443	100172443	-	SAP25	1592	SAP25_1	0	0	0.624534
chr7	100182811	100184811	-	LRCH4	12178	LRCH4_1	0	1	0.558173
chr7	100200661	100202661	-	PCOLCE-AS1	14638	PCOLCE-AS1_2	0	0	0.552172
chr7	100200661	100202661	-	PCOLCE-AS1	14638	PCOLCE-AS1_1	0	1	0.552172
chr7	100238173	100240173	-	TFR2	21135	TFR2_1	0	0	0.540192
chr7	100253084	100255084	-	ACTL6B	13359	ACTL6B_1	0	0	0.555154
chr7	100285870	100287870	-	GIGYF1	9741	GIGYF1_1	0	0	0.565456
chr7	100424143	100426143	-	EPHB4	24957	EPHB4_2	0	0	0.534771
chr7	100424143	100426143	-	EPHB4	24957	EPHB4_1	0	1	0.534771
chr7	100486339	100488339	-	UFSP1	996	UFSP1_1	0	1	0.639831
chr7	100492592	100494592	-	ACHE	5978	ACHE_1	0	0	0.581381
chr7	100492592	100494592	-	ACHE	5978	ACHE_2	0	1	0.581381
chr7	100807852	100809852	-	VGF	3063	VGF_2	0	1	0.603190
chr7	100807852	100809852	-	VGF	3063	VGF_1	1	1	1.005884
chr7	100822557	100824557	-	NAT16	9784	NAT16_1	0	0	0.565312
chr7	100843302	100845302	-	MOGAT3	5291	MOGAT3_1	0	0	0.585362
chr7	100860011	100862011	-	PLOD3	11754	PLOD3_1	0	0	0.559329
chr7	100880227	100882227	-	CLDN15	5855	CLDN15_1	0	1	0.582059
chr7	100880227	100882227	-	CLDN15	5855	CLDN15_2	0	0	0.582059
chr7	100887371	100889371	-	FIS1	5479	FIS1_1	0	0	0.584224
chr7	100964104	100966104	-	IFT22	8457	IFT22_1	0	0	0.570066
chr7	101211286	101213286	-	LINC01007	3700	LINC01007_1	0	1	0.597028
chr7	102104321	102106321	-	ALKBH4	8655	ALKBH4_1	0	0	0.569311
chr7	102118381	102120381	-	POLR2J	5834	POLR2J_1	0	0	0.582176
chr7	102157224	102159224	-	RASA4B	34639	RASA4B_1	0	1	0.524079
chr7	102212068	102214068	-	POLR2J3	34703	POLR2J3_1	0	0	0.524018
chr7	102256205	102258205	-	RASA4	37113	RASA4_1	0	1	0.521829
chr7	102311176	102313176	-	POLR2J2	34982	POLR2J2_1	0	1	0.523757
chr7	102282238	102284238	-	UPK3BL	5767	UPK3BL_1	0	1	0.582553
chr7	102714288	102716288	-	FBXL13	261981	FBXL13_2	0	0	0.458088
chr7	102714288	102716288	-	FBXL13	261981	FBXL13_1	0	0	0.458088
chr7	102788569	102790569	-	NAPEPLD	49547	NAPEPLD_2	0	0	0.512404
chr7	102781850	102783850	-	RPL19P12	1134	NAPEPLD_1	0	0	0.635599
chr7	102984320	102986320	-	DNAJC2	32400	DNAJC2_1	0	0	0.526258
chr7	102984320	102986320	-	DNAJC2	32400	DNAJC2_2	0	1	0.526258
chr7	103085624	103087624	-	SLC26A5	71970	SLC26A5_1	0	0	0.500228
chr7	103847495	103849495	-	ORC5	81708	ORC5_1	0	0	0.496089
chr7	104908524	104910524	-	SRPK2	152704	SRPK2_2	0	0	0.475693
chr7	105161705	105163705	-	PUS7	65758	PUS7_1	0	1	0.503172
chr7	105516031	105518031	-	ATXN7L1	271811	ATXN7L1_1	0	0	0.456887
chr7	105516031	105518031	-	ATXN7L1	271811	ATXN7L1_4	0	0	0.456887
chr7	105752093	105754093	-	SYPL1	22280	SYPL1_1	0	0	0.538472
chr7	105752093	105754093	-	SYPL1	22280	SYPL1_2	0	0	0.538472
chr7	105924638	105926638	-	NAMPT	36907	PBEF_1	0	1	0.522010
chr7	105924638	105926638	-	NAMPT	36907	NAMPT_1	0	0	0.522010
chr7	106300634	106302634	-	CCDC71L	6827	CCDC71L_1	0	0	0.577049
chr7	107203959	107205959	-	COG5	362771	COG5_3	0	0	0.447472
chr7	107203959	107205959	-	COG5	362771	COG5_2	0	0	0.447472
chr7	107203959	107205959	-	COG5	362771	COG5_1	0	1	0.447472
chr7	107301243	107303243	-	SLC26A4-AS1	5283	SLC26A4-AS1_1	0	0	0.585412
chr7	107442678	107444678	-	SLC26A3	37767	SLC26A3_2	1	1	0.814201
chr7	107642804	107644804	-	LAMB1	79559	LAMB1_1	0	0	0.496958
chr7	107769801	107771801	-	LAMB4	106806	LAMB4_1	1	0	0.583276
chr7	108095841	108097841	-	NRCAM	308771	NRCAM_3	0	0	0.452728
chr7	108095841	108097841	-	NRCAM	308771	NRCAM_1	0	1	0.452728
chr7	108165762	108167762	-	PNPLA8	55897	PNPLA8_1	0	1	0.508471
chr7	108165762	108167762	-	PNPLA8	55897	PNPLA8_2	0	0	0.508471
chr7	108209212	108211212	-	THAP5	7625	THAP5_2	1	0	0.784690
chr7	108209212	108211212	-	THAP5	7625	THAP5_1	0	1	0.573444
chr7	111201347	111203347	-	IMMP2L	899242	IMMP2L_2	0	0	0.417864
chr7	111201347	111203347	-	IMMP2L	899242	IMMP2L_1	0	0	0.417864
chr7	111845462	111847462	-	DOCK4	480299	DOCK4_1	0	1	0.438318
chr7	112429478	112431478	-	TMEM168	28042	TMEM168_1	0	0	0.530970
chr7	112429478	112431478	-	TMEM168	28042	TMEM168_3	0	0	0.530970
chr7	112578932	112580932	-	BMT2	120731	C7orf60_1	0	0	0.483355
chr7	112726833	112728833	-	GPR85	7366	GPR85_2	0	0	0.574571
chr7	112726833	112728833	-	GPR85	7366	GPR85_1	0	0	0.574571
chr7	113558082	113560082	-	PPP1R3A	42201	PPP1R3A_1	0	0	0.517638
chr7	115669867	115671867	-	TFEC	95666	TFEC_1	0	0	0.490945
chr7	116593388	116595388	-	ST7-AS1	1888	ST7-AS1_1	0	0	0.618972
chr7	116784646	116786646	-	ST7-AS2	33301	ST7-AS2_1	0	0	0.525363
chr7	116962343	116964343	-	WNT2	46658	WNT2_1	0	1	0.514364
chr7	117066577	117068577	-	ASZ1	64302	ASZ1_1	0	0	0.503902
chr7	117512561	117514561	-	CTTNBP2	162856	CTTNBP2_1	0	1	0.473594
chr7	119546429	119548429	-	LVCAT5	287946	LINC02476_1	0	0	0.455006
chr7	120497177	120499177	-	TSPAN12	70804	TSPAN12_2	0	0	0.500761
chr7	120497177	120499177	-	TSPAN12	70804	TSPAN12_1	1	1	0.766245
chr7	121035422	121037422	-	FAM3C	47518	FAM3C_1	0	1	0.513768
chr7	121783344	121785344	-	AASS	70747	AASS_1	0	1	0.500787
chr7	122525813	122527813	-	CADPS2	568336	CADPS2_1	0	1	0.432829
chr7	122525813	122527813	-	CADPS2	568336	CADPS2_2	0	0	0.432829
chr7	122338208	122340208	-	RNF133	1443	RNF133_1	0	1	0.627739
chr7	122342021	122344021	-	RNF148	1302	RNF148_1	0	0	0.631093
chr7	122839025	122841025	-	SLC13A1	86438	SLC13A1_1	0	0	0.494253
chr7	123172002	123174002	-	IQUB	80767	IQUB_1	0	0	0.496467
chr7	123196958	123198958	-	NDUFA5	20907	NDUFA5_2	0	0	0.540546
chr7	123196958	123198958	-	NDUFA5	20907	NDUFA5_1	0	0	0.540546
chr7	123388125	123390125	-	WASL	67145	WASL_2	0	0	0.502491
chr7	123388125	123390125	-	WASL	67145	WASL_1	0	1	0.502491
chr7	123672523	123674523	-	TMEM229A	2554	TMEM229A_1	0	1	0.609118
chr7	124405079	124407079	-	GPR37	20425	GPR37_1	0	0	0.541307
chr7	124569037	124571037	-	POT1	107598	POT1_1	0	0	0.487112
chr7	124569037	124571037	-	POT1	107598	POT1_2	0	1	0.487112
chr7	127031778	127033778	-	ZNF800	22682	ZNF800_1	0	1	0.537888
chr7	127224654	127226654	-	GCC1	4973	GCC1_1	0	0	0.587384
chr7	127670002	127672002	-	LRRC4	3879	LRRC4_1	0	0	0.595487
chr7	127982962	127984962	-	RBM28	33527	RBM28_1	0	0	0.525143
chr7	128000739	128002739	-	PRRT4	11361	PRRT4_2	0	0	0.560438
chr7	128000739	128002739	-	PRRT4	11361	PRRT4_1	0	1	0.560438
chr7	128049036	128051036	-	IMPDH1	17706	IMPDH1_1	0	0	0.545966
chr7	128049036	128051036	-	IMPDH1	17706	IMPDH1_3	0	0	0.545966
chr7	128414844	128416844	-	OPN1SW	3302	OPN1SW_1	1	1	1.000151
chr7	128549773	128551773	-	KCP	20773	KCP_1	0	0	0.540756
chr7	128694227	128696227	-	TNPO3	100994	TNPO3_2	0	0	0.489177
chr7	128694227	128696227	-	TNPO3	100994	TNPO3_1	0	0	0.489177
chr7	129591800	129593800	-	UBE2H	122228	UBE2H_2	0	0	0.482953
chr7	129591800	129593800	-	UBE2H	122228	UBE2H_3	0	0	0.482953
chr7	129591800	129593800	-	UBE2H	122228	UBE2H_1	0	1	0.482953
chr7	129690291	129692291	-	ZC3HC1	33166	ZC3HC1_1	0	0	0.525496
chr7	129844338	129846338	-	TMEM209	40784	TMEM209_1	0	0	0.518752
chr7	130080051	130082051	-	CEP41	47440	CEP41_1	0	0	0.513822
chr7	130130013	130132013	-	MESTIT1	4116	MESTIT1_1	0	0	0.593553
chr7	130352598	130354598	-	COPG2	207519	COPG2_1	0	0	0.465689
chr7	130370406	130372406	-	TSGA13	17921	TSGA13_1	0	1	0.545572
chr7	130417860	130419860	-	KLF14	1479	KLF14_1	0	0	0.626935
chr7	131240376	131242376	-	PODXL	56356	PODXL_1	0	1	0.508204
chr7	132260323	132262323	-	PLXNA4	453233	PLXNA4_1	0	1	0.440210
chr7	132765918	132767918	-	CHCHD3	297296	FLJ20420_1	0	0	0.453964
chr7	134000827	134002827	-	SLC35B4	27738	SLC35B4_1	0	0	0.531325
chr7	134142944	134144944	-	AKR1B1	16843	AKR1B1_1	1	0	0.724218
chr7	134854578	134856578	-	C7orf49	5047	C7orf49_2	0	0	0.586902
chr7	134854578	134856578	-	C7orf49	5047	C7orf49_1	0	1	0.586902
chr7	134895316	134897316	-	WDR91	27727	WDR91_1	0	0	0.531338
chr7	135193875	135195875	-	CNOT4	148329	CNOT4_1	0	0	0.476641
chr7	135411952	135413952	-	SLC13A4	46966	SLC13A4_2	0	0	0.514149
chr7	135411952	135413952	-	SLC13A4	46966	SLC13A4_1	1	0	0.645968
chr7	135432594	135434594	-	FAM180A	19249	FAM180A_1	0	1	0.543241
chr7	135661204	135663204	-	MTPN	50702	MTPN_1	0	0	0.511653
chr7	135661204	135663204	-	LUZP6	50702	MTPN_1	0	0	0.511653
chr7	137027736	137029736	-	PTN	116645	PTN_1	0	0	0.484478
chr7	137027736	137029736	-	PTN	116645	PTN_2	1	0	0.576552
chr7	137530610	137532610	-	DGKI	459215	DGKI_1	0	0	0.439783
chr7	137685847	137687847	-	CREB3L2	127123	CREB3L2_2	0	0	0.481673
chr7	137685847	137687847	-	CREB3L2	127123	CREB3L2_1	0	1	0.481673
chr7	138347969	138349969	-	SVOPL	69940	SVOPL_1	0	0	0.501161
chr7	138481941	138483941	-	ATP6V0A4	91903	ATP6V0A4_1	0	1	0.492254
chr7	138665064	138667064	-	KIAA1549	149938	KIAA1549_1	0	0	0.476289
chr7	138719775	138721775	-	ZC3HAV1L	10324	ZC3HAV1L_1	0	0	0.563560
chr7	138793465	138795465	-	ZC3HAV1	66200	ZC3HAV1_2	0	1	0.502954
chr7	138793465	138795465	-	ZC3HAV1	66200	ZC3HAV1_1	1	0	0.619775
chr7	139167457	139169457	-	KLRG2	30370	KLRG2_1	0	0	0.528368
chr7	139476693	139478693	-	HIPK2	231378	HIPK2_1	0	0	0.462139
chr7	139476693	139478693	-	HIPK2	231378	HIPK2_2	0	0	0.462139
chr7	139762521	139764521	-	PARP12	39978	PARP12_1	0	1	0.519403
chr7	139762521	139764521	-	PARP12	39978	PARP12_2	0	0	0.519403
chr7	139875741	139877741	-	KDM7A	92196	KDM7A_1	0	1	0.492150
chr7	140097350	140099350	-	SLC37A3	64799	SLC37A3_1	0	0	0.503651
chr7	140178369	140180369	-	MKRN1	26530	MKRN1_1	0	0	0.532777
chr7	140395877	140397877	-	NDUFB2-AS1	1742	NDUFB2-AS1_1	0	0	0.621597
chr7	140623564	140625564	-	BRAF	190752	BRAF_1	0	0	0.468437
chr7	140713479	140715479	-	MRPS33	8519	MRPS33_2	0	0	0.569828
chr7	140713479	140715479	-	MRPS33	8519	MRPS33_1	0	0	0.569828
chr7	141400953	141402953	-	KIAA1147	45426	KIAA1147_1	0	0	0.515236
chr7	141437030	141439030	-	WEE2-AS1	33893	WEE2-AS1_2	0	0	0.524789
chr7	141437030	141439030	-	WEE2-AS1	33893	WEE2-AS1_1	0	0	0.524789
chr7	141540221	141542221	-	PRSS37	5144	PRSS37_1	1	1	0.966324
chr7	141645783	141647783	-	CLEC5A	19627	CLEC5A_1	0	0	0.542607
chr7	141956878	141958878	-	PRSS58	5921	PRSS58_1	0	0	0.581693
chr7	142582490	142584490	-	TRPV6	14535	TRPV6_1	0	1	0.552403
chr7	142629820	142631820	-	TRPV5	25554	TRPV5_1	0	1	0.534000
chr7	142658503	142660503	-	KEL	21303	KEL_1	0	0	0.539934
chr7	143058840	143060840	-	FAM131B	9348	FAM131B_2	0	0	0.566799
chr7	143058840	143060840	-	FAM131B	9348	FAM131B_1	0	0	0.566799
chr7	143104985	143106985	-	EPHA1	17781	EPHA1_1	0	0	0.545828
chr7	143453843	143455843	-	CTAGE6	2662	CTAGE6_1	0	1	0.607767
chr7	143598172	143600172	-	TCAF1	50712	TCAF1_1	0	0	0.511646
chr7	143891791	143893791	-	ARHGEF35	9616	ARHGEF35_1	0	0	0.565877
chr7	143965877	143967877	-	CTAGE8	3111	CTAGE8_1	0	1	0.602683
chr7	144106320	144108320	-	NOBOX	12988	NOBOX_1	0	1	0.556073
chr7	144532146	144534146	-	TPK1	384113	TPK1_1	0	0	0.445607
chr7	148580441	148582441	-	EZH2	76978	EZH2_2	0	0	0.498034
chr7	148580441	148582441	-	EZH2	76978	EZH2_1	0	1	0.498034
chr7	148724782	148726782	-	PDIA4	25629	PDIA4_1	1	0	0.692186
chr7	148786869	148788869	-	ZNF786	21137	ZNF786_1	0	1	0.540189
chr7	148822438	148824438	-	ZNF425	23561	ZNF425_1	0	0	0.536648
chr7	149157053	149159053	-	ZNF777	29600	ZNF777_1	0	1	0.529206
chr7	149157053	149159053	-	ZNF777	29600	ZNF777_2	0	1	0.529206
chr7	149193898	149195898	-	ZNF746	25015	ZNF746_1	0	0	0.534695
chr7	149469568	149471568	-	ZNF467	9298	ZNF467_1	0	0	0.566974
chr7	149569951	149571951	-	ATP6V0E2-AS1	6169	ATP6V0E2-AS1_1	0	1	0.580355
chr7	150037763	150039763	-	RARRES2	3357	RARRES2_1	0	0	0.600201
chr7	150037763	150039763	-	RARRES2	3357	RARRES2_2	0	0	0.600201
chr7	150328736	150330736	-	GIMAP6	7273	GIMAP6_1	0	1	0.574985
chr7	150328736	150330736	-	GIMAP6	7273	GIMAP6_2	1	0	0.788297
chr7	150496621	150498621	-	TMEM176B	9246	LR8_1	0	0	0.567157
chr7	150496621	150498621	-	TMEM176B	9246	TMEM176B_2	0	0	0.567157
chr7	150496621	150498621	-	TMEM176B	9246	TMEM176B_1	0	0	0.567157
chr7	150674402	150676402	-	KCNH2	33359	KCNH2_3	0	0	0.525307
