chr	start	end	length	read_count	class	promoter_gene	genic_gene	name
chr22	29874505	29875005	500	44	intergenic			chr22:29874505-29875005
chr22	29876860	29877360	500	738	promoter	NEFH	NEFH	chr22:29876860-29877360
chr22	29877506	29878006	500	83	genic		NEFH	chr22:29877506-29878006
chr22	29899908	29900408	500	369	intergenic			chr22:29899908-29900408
chr22	29911916	29912416	500	13	genic		THOC5	chr22:29911916-29912416
chr22	29916814	29917314	500	51	genic		THOC5	chr22:29916814-29917314
chr22	29920411	29920911	500	21	genic		THOC5	chr22:29920411-29920911
chr22	29924781	29925281	500	19	genic		THOC5	chr22:29924781-29925281
chr22	29929044	29930007	963	21	genic		THOC5	chr22:29929044-29930007
chr22	29935129	29935629	500	49	genic		THOC5	chr22:29935129-29935629
chr22	29949609	29950109	500	553	promoter	THOC5	THOC5	chr22:29949609-29950109
chr22	29959610	29960110	500	70	genic		NIPSNAP1	chr22:29959610-29960110
chr22	29965131	29965631	500	76	genic		NIPSNAP1	chr22:29965131-29965631
chr22	29975879	29976379	500	39	promoter	NIPSNAP1	NIPSNAP1	chr22:29975879-29976379
chr22	29976436	29976936	500	29	promoter	NIPSNAP1	NIPSNAP1	chr22:29976436-29976936
chr22	29976942	29977442	500	196	promoter	NIPSNAP1	NIPSNAP1	chr22:29976942-29977442
chr22	29977713	29978213	500	55	promoter	NIPSNAP1		chr22:29977713-29978213
chr22	29983938	29984438	500	22	intergenic			chr22:29983938-29984438
chr22	29985886	29986386	500	83	intergenic			chr22:29985886-29986386
chr22	29989968	29990468	500	52	intergenic			chr22:29989968-29990468
chr22	29993275	29993775	500	28	intergenic			chr22:29993275-29993775
chr22	29999136	29999636	500	1477	promoter	NF2	NF2	chr22:29999136-29999636
chr22	30000595	30001095	500	69	genic		NF2	chr22:30000595-30001095
chr22	30019557	30020057	500	37	genic		NF2	chr22:30019557-30020057
chr22	30020313	30020813	500	28	genic		NF2	chr22:30020313-30020813
chr22	30021433	30021933	500	92	genic		NF2	chr22:30021433-30021933
chr22	30025295	30025795	500	32	genic		NF2	chr22:30025295-30025795
chr22	30029433	30029933	500	46	genic		NF2	chr22:30029433-30029933
chr22	30031746	30032246	500	35	genic		NF2	chr22:30031746-30032246
chr22	30054092	30054592	500	32	genic		NF2	chr22:30054092-30054592
chr22	30085589	30086089	500	24	genic		NF2	chr22:30085589-30086089
chr22	30097125	30097625	500	118	intergenic			chr22:30097125-30097625
chr22	30112736	30113236	500	36	intergenic			chr22:30112736-30113236
chr22	30122003	30122503	500	53	genic		CABP7	chr22:30122003-30122503
chr22	30123090	30123590	500	47	genic		CABP7	chr22:30123090-30123590
chr22	30128178	30128678	500	35	genic		ZMAT5	chr22:30128178-30128678
chr22	30129410	30129910	500	23	genic		ZMAT5	chr22:30129410-30129910
chr22	30146981	30147481	500	87	genic		ZMAT5	chr22:30146981-30147481
chr22	30162855	30163355	500	648	promoter	ZMAT5,UQCR10	ZMAT5	chr22:30162855-30163355
chr22	30168233	30168733	500	53	intergenic			chr22:30168233-30168733
chr22	30176733	30177233	500	704	intergenic			chr22:30176733-30177233
chr22	30194347	30194847	500	40	genic		ASCC2	chr22:30194347-30194847
chr22	30195140	30195640	500	284	genic		ASCC2	chr22:30195140-30195640
chr22	30209525	30210025	500	107	genic		ASCC2	chr22:30209525-30210025
chr22	30217280	30217780	500	1266	genic		ASCC2	chr22:30217280-30217780
chr22	30223160	30223660	500	51	genic		ASCC2	chr22:30223160-30223660
chr22	30227441	30227941	500	20	genic		ASCC2	chr22:30227441-30227941
chr22	30234139	30234639	500	624	promoter	ASCC2	ASCC2	chr22:30234139-30234639
chr22	30236434	30236934	500	245	intergenic			chr22:30236434-30236934
chr22	30251580	30252080	500	22	intergenic			chr22:30251580-30252080
chr22	30267717	30268217	500	75	intergenic			chr22:30267717-30268217
chr22	30269991	30270491	500	23	intergenic			chr22:30269991-30270491
chr22	30278848	30279348	500	209	promoter	MTMR3	MTMR3	chr22:30278848-30279348
chr22	30288731	30289231	500	17	genic		MTMR3	chr22:30288731-30289231
chr22	30297355	30297855	500	51	genic		MTMR3	chr22:30297355-30297855
chr22	30303681	30304181	500	806	genic		MTMR3	chr22:30303681-30304181
chr22	30319606	30320547	941	30	genic		MTMR3	chr22:30319606-30320547
chr22	30334019	30334519	500	47	genic		MTMR3	chr22:30334019-30334519
chr22	30340241	30340741	500	34	genic		MTMR3	chr22:30340241-30340741
chr22	30342157	30342657	500	66	genic		MTMR3	chr22:30342157-30342657
chr22	30348008	30348508	500	472	genic		MTMR3	chr22:30348008-30348508
chr22	30350184	30350684	500	101	genic		MTMR3	chr22:30350184-30350684
chr22	30384071	30384571	500	21	genic		MTMR3	chr22:30384071-30384571
chr22	30390092	30390592	500	33	genic		MTMR3	chr22:30390092-30390592
chr22	30390895	30391395	500	124	genic		MTMR3	chr22:30390895-30391395
chr22	30394611	30395111	500	22	genic		MTMR3	chr22:30394611-30395111
chr22	30401201	30401701	500	69	genic		MTMR3	chr22:30401201-30401701
chr22	30410188	30410688	500	146	genic		HORMAD2-AS1,MTMR3	chr22:30410188-30410688
chr22	30432564	30433064	500	35	genic		HORMAD2-AS1	chr22:30432564-30433064
chr22	30443178	30443678	500	25	genic		HORMAD2-AS1	chr22:30443178-30443678
chr22	30444471	30444971	500	26	genic		HORMAD2-AS1	chr22:30444471-30444971
chr22	30470813	30471313	500	15	genic		HORMAD2-AS1	chr22:30470813-30471313
chr22	30484900	30485400	500	144	genic		HORMAD2	chr22:30484900-30485400
chr22	30504510	30505010	500	35	genic		HORMAD2	chr22:30504510-30505010
chr22	30523623	30524123	500	33	genic		HORMAD2	chr22:30523623-30524123
chr22	30540259	30540759	500	116	genic		HORMAD2	chr22:30540259-30540759
chr22	30577714	30578214	500	43	intergenic			chr22:30577714-30578214
chr22	30579747	30580247	500	105	intergenic			chr22:30579747-30580247
chr22	30591198	30591698	500	61	intergenic			chr22:30591198-30591698
chr22	30592051	30592551	500	135	intergenic			chr22:30592051-30592551
chr22	30604680	30605180	500	178	intergenic			chr22:30604680-30605180
chr22	30612632	30613132	500	388	intergenic			chr22:30612632-30613132
chr22	30615062	30615562	500	79	intergenic			chr22:30615062-30615562
chr22	30627003	30627503	500	20	intergenic			chr22:30627003-30627503
chr22	30634532	30635032	500	34	intergenic			chr22:30634532-30635032
chr22	30651879	30652379	500	74	intergenic			chr22:30651879-30652379
chr22	30658907	30659407	500	52	genic		OSM	chr22:30658907-30659407
chr22	30661959	30662459	500	26	promoter	OSM	OSM	chr22:30661959-30662459
chr22	30666790	30667290	500	49	intergenic			chr22:30666790-30667290
chr22	30682790	30683530	740	69	genic		CASTOR1	chr22:30682790-30683530
chr22	30683802	30684302	500	194	genic		CASTOR1	chr22:30683802-30684302
chr22	30685468	30685968	500	351	promoter	CASTOR1	CASTOR1	chr22:30685468-30685968
chr22	30702046	30702546	500	121	genic		TBC1D10A	chr22:30702046-30702546
chr22	30704416	30704916	500	30	genic		TBC1D10A	chr22:30704416-30704916
chr22	30710821	30711321	500	31	genic		TBC1D10A	chr22:30710821-30711321
chr22	30721097	30721597	500	56	genic		TBC1D10A	chr22:30721097-30721597
chr22	30722875	30723375	500	221	promoter	TBC1D10A	TBC1D10A	chr22:30722875-30723375
chr22	30723832	30724332	500	90	promoter	TBC1D10A		chr22:30723832-30724332
chr22	30752622	30753122	500	123	promoter	SF3A1,CCDC157	CCDC157,SF3A1	chr22:30752622-30753122
chr22	30783334	30783834	500	35	promoter	RNF215		chr22:30783334-30783834
chr22	30787093	30787593	500	97	intergenic			chr22:30787093-30787593
chr22	30788557	30789057	500	37	intergenic			chr22:30788557-30789057
chr22	30798098	30798598	500	60	genic		SEC14L2	chr22:30798098-30798598
chr22	30804721	30805221	500	165	genic		SEC14L2	chr22:30804721-30805221
chr22	30816217	30816717	500	166	genic		SEC14L2	chr22:30816217-30816717
chr22	30817578	30818078	500	314	genic		SEC14L2	chr22:30817578-30818078
chr22	30819880	30820380	500	978	genic		SEC14L2	chr22:30819880-30820380
chr22	30830773	30831273	500	54	intergenic			chr22:30830773-30831273
chr22	30834517	30835017	500	41	intergenic			chr22:30834517-30835017
chr22	30838296	30838796	500	128	intergenic			chr22:30838296-30838796
chr22	30840623	30841540	917	216	intergenic			chr22:30840623-30841540
chr22	30847367	30847867	500	113	intergenic			chr22:30847367-30847867
chr22	30881282	30881782	500	52	intergenic			chr22:30881282-30881782
chr22	30886427	30886927	500	30	genic		SEC14L4	chr22:30886427-30886927
chr22	30902352	30902852	500	179	promoter	SEC14L4		chr22:30902352-30902852
chr22	30919741	30920241	500	39	intergenic			chr22:30919741-30920241
chr22	30933124	30933979	855	25	genic		SEC14L6	chr22:30933124-30933979
chr22	30938535	30939035	500	49	genic		SEC14L6	chr22:30938535-30939035
chr22	30956423	30956923	500	37	genic		GAL3ST1	chr22:30956423-30956923
chr22	30987911	30988411	500	540	promoter	PES1	PES1	chr22:30987911-30988411
chr22	31001497	31001997	500	119	intergenic			chr22:31001497-31001997
chr22	31002819	31003319	500	66	promoter	TCN2	TCN2	chr22:31002819-31003319
chr22	31005287	31005787	500	227	genic		TCN2	chr22:31005287-31005787
chr22	31030431	31030931	500	79	promoter	SLC35E4		chr22:31030431-31030931
chr22	31031406	31031906	500	104	promoter	SLC35E4	SLC35E4	chr22:31031406-31031906
chr22	31033535	31034035	500	28	genic		SLC35E4	chr22:31033535-31034035
chr22	31040803	31041303	500	28	genic		SLC35E4	chr22:31040803-31041303
chr22	31045334	31045834	500	70	intergenic			chr22:31045334-31045834
chr22	31046409	31046909	500	46	intergenic			chr22:31046409-31046909
chr22	31063593	31064093	500	206	promoter	DUSP18	DUSP18	chr22:31063593-31064093
chr22	31070377	31070877	500	66	intergenic			chr22:31070377-31070877
chr22	31071332	31071832	500	63	intergenic			chr22:31071332-31071832
chr22	31077084	31077584	500	24	intergenic			chr22:31077084-31077584
chr22	31087121	31087621	500	25	intergenic			chr22:31087121-31087621
chr22	31093948	31094448	500	117	genic		OSBP2	chr22:31093948-31094448
chr22	31097736	31098236	500	26	genic		OSBP2	chr22:31097736-31098236
chr22	31115793	31116293	500	34	genic		OSBP2	chr22:31115793-31116293
chr22	31116377	31116877	500	82	genic		OSBP2	chr22:31116377-31116877
chr22	31124729	31125229	500	107	genic		OSBP2	chr22:31124729-31125229
chr22	31136005	31136505	500	67	genic		OSBP2	chr22:31136005-31136505
chr22	31140119	31140619	500	101	genic		OSBP2	chr22:31140119-31140619
chr22	31151297	31151797	500	46	genic		OSBP2	chr22:31151297-31151797
chr22	31159587	31160087	500	28	genic		OSBP2	chr22:31159587-31160087
chr22	31198713	31199213	500	79	genic		OSBP2	chr22:31198713-31199213
chr22	31202292	31202792	500	23	genic		OSBP2	chr22:31202292-31202792
chr22	31259314	31259814	500	21	genic		OSBP2	chr22:31259314-31259814
chr22	31268157	31268657	500	62	genic		OSBP2	chr22:31268157-31268657
chr22	31277424	31277924	500	197	genic		OSBP2	chr22:31277424-31277924
chr22	31278947	31279447	500	28	genic		OSBP2	chr22:31278947-31279447
chr22	31316334	31316834	500	31	intergenic			chr22:31316334-31316834
chr22	31358783	31359283	500	33	genic		MORC2	chr22:31358783-31359283
chr22	31364335	31364835	500	99	promoter	TUG1,MORC2		chr22:31364335-31364835
chr22	31364901	31365401	500	414	promoter	TUG1,MORC2	TUG1	chr22:31364901-31365401
chr22	31365520	31366020	500	35	promoter	TUG1	TUG1	chr22:31365520-31366020
chr22	31386529	31387705	1176	66	intergenic			chr22:31386529-31387705
chr22	31391003	31391503	500	34	intergenic			chr22:31391003-31391503
chr22	31392407	31392907	500	45	intergenic			chr22:31392407-31392907
chr22	31394218	31394718	500	45	intergenic			chr22:31394218-31394718
chr22	31442283	31442783	500	58	intergenic			chr22:31442283-31442783
chr22	31448987	31449487	500	38	intergenic			chr22:31448987-31449487
chr22	31455668	31456168	500	70	intergenic			chr22:31455668-31456168
chr22	31457047	31457547	500	75	intergenic			chr22:31457047-31457547
chr22	31459787	31460287	500	297	intergenic			chr22:31459787-31460287
chr22	31476890	31477390	500	235	promoter	SMTN	SMTN	chr22:31476890-31477390
chr22	31478506	31479006	500	67	genic		SMTN	chr22:31478506-31479006
chr22	31480810	31481310	500	86	genic		SMTN	chr22:31480810-31481310
chr22	31482771	31483271	500	38	genic		SMTN	chr22:31482771-31483271
chr22	31494677	31495177	500	32	genic		SMTN	chr22:31494677-31495177
chr22	31498300	31498800	500	32	genic		SMTN	chr22:31498300-31498800
chr22	31503483	31503983	500	447	promoter	SELENOM	SELENOM	chr22:31503483-31503983
chr22	31514339	31514839	500	32	intergenic			chr22:31514339-31514839
chr22	31515066	31515566	500	34	intergenic			chr22:31515066-31515566
chr22	31523206	31523706	500	63	genic		INPP5J	chr22:31523206-31523706
chr22	31526867	31527367	500	42	genic		INPP5J	chr22:31526867-31527367
chr22	31536288	31536788	500	56	promoter	PLA2G3	PLA2G3	chr22:31536288-31536788
chr22	31544923	31545423	500	55	intergenic			chr22:31544923-31545423
chr22	31555898	31556398	500	144	promoter	RNF185	RNF185	chr22:31555898-31556398
chr22	31607928	31608428	500	148	intergenic			chr22:31607928-31608428
chr22	31609127	31609627	500	30	intergenic			chr22:31609127-31609627
chr22	31613479	31613979	500	55	intergenic			chr22:31613479-31613979
chr22	31618672	31619172	500	59	intergenic			chr22:31618672-31619172
chr22	31623783	31624283	500	100	intergenic			chr22:31623783-31624283
chr22	31625575	31626075	500	65	intergenic			chr22:31625575-31626075
chr22	31627074	31627574	500	116	intergenic			chr22:31627074-31627574
chr22	31637056	31637556	500	24	intergenic			chr22:31637056-31637556
chr22	31637903	31638403	500	20	intergenic			chr22:31637903-31638403
chr22	31639844	31640344	500	31	intergenic			chr22:31639844-31640344
chr22	31644038	31644538	500	130	promoter	LIMK2	LIMK2	chr22:31644038-31644538
chr22	31680419	31680919	500	29	genic		PIK3IP1	chr22:31680419-31680919
chr22	31686476	31686976	500	159	genic		PIK3IP1	chr22:31686476-31686976
chr22	31688316	31688816	500	197	promoter	PIK3IP1	PIK3IP1	chr22:31688316-31688816
chr22	31689558	31690058	500	83	intergenic			chr22:31689558-31690058
chr22	31691677	31692177	500	107	intergenic			chr22:31691677-31692177
chr22	31709139	31709639	500	21	intergenic			chr22:31709139-31709639
chr22	31741824	31742324	500	80	promoter	LINC01521,PATZ1	PATZ1	chr22:31741824-31742324
chr22	31746409	31746909	500	35	genic		LINC01521	chr22:31746409-31746909
chr22	31795299	31795799	500	412	promoter	DRG1	DRG1	chr22:31795299-31795799
chr22	31796426	31796926	500	25	promoter	DRG1	DRG1	chr22:31796426-31796926
chr22	31884756	31885256	500	31	promoter	EIF4ENIF1	EIF4ENIF1	chr22:31884756-31885256
chr22	31885657	31886157	500	61	promoter	EIF4ENIF1	EIF4ENIF1	chr22:31885657-31886157
chr22	31886356	31886856	500	195	promoter	EIF4ENIF1		chr22:31886356-31886856
chr22	31892088	31892588	500	278	promoter	SFI1	SFI1	chr22:31892088-31892588
chr22	31913566	31914066	500	33	genic		SFI1	chr22:31913566-31914066
chr22	31920091	31920591	500	26	genic		SFI1	chr22:31920091-31920591
chr22	31926409	31926909	500	30	genic		SFI1	chr22:31926409-31926909
chr22	31927110	31927610	500	34	genic		SFI1	chr22:31927110-31927610
chr22	31928781	31929281	500	25	genic		SFI1	chr22:31928781-31929281
chr22	31932987	31933487	500	83	genic		SFI1	chr22:31932987-31933487
chr22	31952598	31953098	500	32	genic		SFI1	chr22:31952598-31953098
chr22	31957197	31957697	500	80	genic		SFI1	chr22:31957197-31957697
chr22	31981051	31981551	500	341	genic		SFI1	chr22:31981051-31981551
chr22	31982440	31982940	500	81	genic		SFI1	chr22:31982440-31982940
chr22	31991297	31991797	500	14	genic		SFI1	chr22:31991297-31991797
chr22	31999067	31999567	500	249	genic		SFI1	chr22:31999067-31999567
chr22	32011630	32012583	953	33	genic		SFI1	chr22:32011630-32012583
chr22	32014649	32015149	500	33	genic		PISD	chr22:32014649-32015149
chr22	32021688	32022188	500	34	genic		PISD	chr22:32021688-32022188
chr22	32022492	32022992	500	336	genic		PISD	chr22:32022492-32022992
chr22	32026669	32027169	500	153	genic		PISD	chr22:32026669-32027169
chr22	32029775	32030275	500	41	genic		PISD	chr22:32029775-32030275
chr22	32033435	32033935	500	27	genic		PISD	chr22:32033435-32033935
chr22	32034253	32034753	500	18	genic		PISD	chr22:32034253-32034753
chr22	32042367	32042867	500	39	genic		PISD	chr22:32042367-32042867
chr22	32049245	32049745	500	18	genic		PISD	chr22:32049245-32049745
chr22	32049932	32050432	500	17	genic		PISD	chr22:32049932-32050432
chr22	32058100	32058600	500	446	promoter	PISD	PISD	chr22:32058100-32058600
chr22	32061510	32062010	500	85	intergenic			chr22:32061510-32062010
chr22	32066901	32067401	500	52	intergenic			chr22:32066901-32067401
chr22	32073793	32074293	500	96	intergenic			chr22:32073793-32074293
chr22	32124748	32125248	500	33	genic		PRR14L	chr22:32124748-32125248
chr22	32127950	32128450	500	13	genic		PRR14L	chr22:32127950-32128450
chr22	32145929	32146429	500	321	promoter	PRR14L	PRR14L	chr22:32145929-32146429
chr22	32148874	32149374	500	226	promoter	DEPDC5		chr22:32148874-32149374
chr22	32149646	32150146	500	287	promoter	DEPDC5	DEPDC5	chr22:32149646-32150146
chr22	32160760	32161260	500	111	genic		DEPDC5	chr22:32160760-32161260
chr22	32170804	32171304	500	99	genic		DEPDC5	chr22:32170804-32171304
chr22	32185702	32186202	500	105	genic		DEPDC5	chr22:32185702-32186202
chr22	32193183	32193683	500	13	genic		DEPDC5	chr22:32193183-32193683
chr22	32225335	32225835	500	57	genic		DEPDC5	chr22:32225335-32225835
chr22	32226118	32226618	500	23	genic		DEPDC5	chr22:32226118-32226618
chr22	32242568	32243068	500	18	genic		DEPDC5	chr22:32242568-32243068
chr22	32253284	32253784	500	31	genic		DEPDC5	chr22:32253284-32253784
chr22	32263321	32263821	500	121	genic		DEPDC5	chr22:32263321-32263821
chr22	32268219	32268719	500	78	genic		DEPDC5	chr22:32268219-32268719
chr22	32272163	32272663	500	130	genic		DEPDC5	chr22:32272163-32272663
chr22	32277133	32277633	500	87	genic		DEPDC5	chr22:32277133-32277633
chr22	32285117	32285617	500	32	genic		DEPDC5	chr22:32285117-32285617
chr22	32287444	32287944	500	255	genic		DEPDC5	chr22:32287444-32287944
chr22	32291659	32292159	500	467	genic		DEPDC5	chr22:32291659-32292159
chr22	32292401	32292901	500	394	genic		DEPDC5	chr22:32292401-32292901
chr22	32297610	32298110	500	307	genic		DEPDC5	chr22:32297610-32298110
chr22	32307686	32308186	500	31	intergenic			chr22:32307686-32308186
chr22	32318689	32319558	869	45	intergenic			chr22:32318689-32319558
chr22	32322923	32323423	500	23	intergenic			chr22:32322923-32323423
chr22	32325310	32325810	500	65	intergenic			chr22:32325310-32325810
chr22	32332061	32332561	500	33	genic		C22orf24	chr22:32332061-32332561
chr22	32333269	32333769	500	175	genic		C22orf24	chr22:32333269-32333769
chr22	32339943	32340443	500	207	promoter	C22orf24,YWHAH	C22orf24	chr22:32339943-32340443
chr22	32343119	32343619	500	80	genic		YWHAH	chr22:32343119-32343619
chr22	32346296	32346796	500	35	genic		YWHAH	chr22:32346296-32346796
chr22	32354596	32355096	500	36	intergenic			chr22:32354596-32355096
chr22	32355255	32355755	500	24	intergenic			chr22:32355255-32355755
chr22	32358499	32358999	500	29	intergenic			chr22:32358499-32358999
chr22	32366033	32366533	500	71	intergenic			chr22:32366033-32366533
chr22	32366554	32367054	500	135	intergenic			chr22:32366554-32367054
chr22	32372998	32373498	500	72	intergenic			chr22:32372998-32373498
chr22	32416047	32416547	500	25	intergenic			chr22:32416047-32416547
chr22	32419213	32419713	500	45	intergenic			chr22:32419213-32419713
chr22	32446578	32447078	500	64	genic		SLC5A1	chr22:32446578-32447078
chr22	32531855	32532355	500	88	intergenic			chr22:32531855-32532355
chr22	32533739	32534239	500	18	intergenic			chr22:32533739-32534239
chr22	32662026	32662526	500	26	intergenic			chr22:32662026-32662526
chr22	32774717	32775217	500	27	genic		LOC339666	chr22:32774717-32775217
chr22	32807228	32807728	500	31	promoter	RTCB	RTCB	chr22:32807228-32807728
chr22	32808030	32808530	500	235	promoter	RTCB	RTCB	chr22:32808030-32808530
chr22	32809973	32810473	500	60	genic		BPIFC	chr22:32809973-32810473
chr22	32816236	32816736	500	36	genic		BPIFC	chr22:32816236-32816736
chr22	32865726	32866226	500	115	intergenic			chr22:32865726-32866226
chr22	32869259	32869759	500	94	intergenic			chr22:32869259-32869759
chr22	32870418	32870918	500	171	promoter	FBXO7		chr22:32870418-32870918
chr22	32871197	32871697	500	98	promoter	FBXO7	FBXO7	chr22:32871197-32871697
chr22	32878714	32879214	500	200	genic		FBXO7	chr22:32878714-32879214
chr22	32881893	32882393	500	36	genic		FBXO7	chr22:32881893-32882393
chr22	32884269	32884769	500	57	genic		FBXO7	chr22:32884269-32884769
chr22	32911017	32911517	500	43	genic		SYN3	chr22:32911017-32911517
chr22	32924789	32925289	500	28	genic		SYN3	chr22:32924789-32925289
chr22	32928361	32928861	500	66	genic		SYN3	chr22:32928361-32928861
chr22	32935660	32936160	500	40	genic		SYN3	chr22:32935660-32936160
chr22	32968568	32969068	500	58	genic		SYN3	chr22:32968568-32969068
chr22	32972419	32972919	500	53	genic		SYN3	chr22:32972419-32972919
chr22	32972980	32973480	500	19	genic		SYN3	chr22:32972980-32973480
chr22	33045464	33045964	500	47	genic		SYN3	chr22:33045464-33045964
chr22	33046895	33047395	500	30	genic		SYN3	chr22:33046895-33047395
chr22	33218953	33219453	500	24	genic		SYN3,TIMP3	chr22:33218953-33219453
chr22	33248336	33248836	500	20	genic		SYN3,TIMP3	chr22:33248336-33248836
chr22	33269498	33269998	500	191	genic		SYN3	chr22:33269498-33269998
chr22	33277002	33277502	500	670	genic		SYN3	chr22:33277002-33277502
chr22	33277949	33278449	500	298	genic		SYN3	chr22:33277949-33278449
chr22	33283251	33283751	500	173	genic		SYN3	chr22:33283251-33283751
chr22	33293391	33293891	500	48	genic		SYN3	chr22:33293391-33293891
chr22	33299999	33300499	500	53	genic		SYN3	chr22:33299999-33300499
chr22	33322654	33323154	500	28	genic		SYN3	chr22:33322654-33323154
chr22	33346180	33346680	500	12	genic		SYN3	chr22:33346180-33346680
chr22	33381943	33382443	500	50	genic		SYN3	chr22:33381943-33382443
chr22	33414181	33414681	500	26	intergenic			chr22:33414181-33414681
chr22	33444988	33445488	500	34	intergenic			chr22:33444988-33445488
chr22	33833999	33834499	500	18	genic		LARGE1	chr22:33833999-33834499
chr22	33975350	33975850	500	25	genic		LARGE1	chr22:33975350-33975850
chr22	34319583	34320083	500	17	intergenic			chr22:34319583-34320083
chr22	34616440	34616940	500	21	intergenic			chr22:34616440-34616940
chr22	34806016	34806516	500	43	intergenic			chr22:34806016-34806516
chr22	34810683	34811183	500	48	intergenic			chr22:34810683-34811183
chr22	35245010	35245510	500	28	genic		ISX-AS1	chr22:35245010-35245510
chr22	35420014	35420514	500	22	intergenic			chr22:35420014-35420514
chr22	35439413	35439913	500	20	intergenic			chr22:35439413-35439913
chr22	35451496	35451996	500	15	intergenic			chr22:35451496-35451996
chr22	35452504	35453004	500	25	intergenic			chr22:35452504-35453004
chr22	35460619	35461119	500	193	intergenic			chr22:35460619-35461119
chr22	35495894	35496394	500	31	intergenic			chr22:35495894-35496394
chr22	35498651	35499151	500	80	intergenic			chr22:35498651-35499151
chr22	35527539	35528039	500	279	genic		LINC01399	chr22:35527539-35528039
chr22	35530568	35531068	500	34	genic		LINC01399	chr22:35530568-35531068
chr22	35546455	35546955	500	53	genic		LINC01399	chr22:35546455-35546955
chr22	35550738	35551238	500	47	genic		LINC01399	chr22:35550738-35551238
chr22	35567214	35567714	500	26	genic		LINC01399	chr22:35567214-35567714
chr22	35599516	35600016	500	28	genic		LINC01399	chr22:35599516-35600016
chr22	35605173	35605673	500	69	genic		LINC01399	chr22:35605173-35605673
chr22	35607947	35608447	500	405	genic		LINC01399	chr22:35607947-35608447
chr22	35611970	35612470	500	115	genic		LINC01399	chr22:35611970-35612470
chr22	35614903	35615403	500	143	genic		LINC01399	chr22:35614903-35615403
chr22	35625924	35626424	500	28	promoter	LINC01399	LINC01399	chr22:35625924-35626424
chr22	35626865	35627365	500	147	promoter	LINC01399	LINC01399	chr22:35626865-35627365
chr22	35627398	35627898	500	93	promoter	LINC01399		chr22:35627398-35627898
chr22	35653047	35653547	500	125	promoter	HMGXB4	HMGXB4	chr22:35653047-35653547
chr22	35654162	35654662	500	38	promoter	HMGXB4	HMGXB4	chr22:35654162-35654662
chr22	35654684	35655184	500	47	genic		HMGXB4	chr22:35654684-35655184
chr22	35695871	35696371	500	446	promoter	TOM1	TOM1	chr22:35695871-35696371
chr22	35697465	35697965	500	127	genic		TOM1	chr22:35697465-35697965
chr22	35706574	35707074	500	21	genic		TOM1	chr22:35706574-35707074
chr22	35709259	35709759	500	20	genic		TOM1	chr22:35709259-35709759
chr22	35746693	35747193	500	129	intergenic			chr22:35746693-35747193
chr22	35751913	35752413	500	31	intergenic			chr22:35751913-35752413
chr22	35760198	35760698	500	20	intergenic			chr22:35760198-35760698
chr22	35767866	35768366	500	302	intergenic			chr22:35767866-35768366
chr22	35768461	35768961	500	95	intergenic			chr22:35768461-35768961
chr22	35772796	35773296	500	508	intergenic			chr22:35772796-35773296
chr22	35784775	35785275	500	36	genic		HMOX1	chr22:35784775-35785275
chr22	35789824	35790324	500	43	genic		HMOX1	chr22:35789824-35790324
chr22	35790790	35791290	500	48	intergenic			chr22:35790790-35791290
chr22	35795784	35796284	500	446	promoter	MCM5	MCM5	chr22:35795784-35796284
chr22	35826637	35827137	500	20	intergenic			chr22:35826637-35827137
chr22	35832982	35833482	500	41	intergenic			chr22:35832982-35833482
chr22	35843804	35844304	500	101	intergenic			chr22:35843804-35844304
chr22	35873839	35874339	500	151	intergenic			chr22:35873839-35874339
chr22	35876416	35876916	500	27	intergenic			chr22:35876416-35876916
chr22	35887200	35888173	973	30	intergenic			chr22:35887200-35888173
chr22	35917656	35918156	500	94	intergenic			chr22:35917656-35918156
chr22	35924971	35925471	500	18	intergenic			chr22:35924971-35925471
chr22	35936398	35936898	500	23	promoter	RASD2		chr22:35936398-35936898
chr22	35944268	35944768	500	22	genic		RASD2	chr22:35944268-35944768
chr22	35948356	35948856	500	135	genic		RASD2	chr22:35948356-35948856
chr22	35957809	35958309	500	30	intergenic			chr22:35957809-35958309
chr22	35979011	35979511	500	37	intergenic			chr22:35979011-35979511
chr22	35985059	35985559	500	22	intergenic			chr22:35985059-35985559
chr22	36000858	36001358	500	32	intergenic			chr22:36000858-36001358
chr22	36011307	36011807	500	25	genic		MB	chr22:36011307-36011807
chr22	36019181	36019681	500	21	intergenic			chr22:36019181-36019681
chr22	36023354	36023854	500	16	intergenic			chr22:36023354-36023854
chr22	36025855	36026355	500	58	intergenic			chr22:36025855-36026355
chr22	36027633	36028133	500	34	intergenic			chr22:36027633-36028133
chr22	36030042	36030542	500	102	intergenic			chr22:36030042-36030542
chr22	36030967	36031467	500	52	intergenic			chr22:36030967-36031467
chr22	36044216	36044716	500	20	promoter	APOL6	APOL6	chr22:36044216-36044716
chr22	36044722	36045222	500	38	promoter	APOL6	APOL6	chr22:36044722-36045222
chr22	36052403	36052903	500	36	genic		APOL6	chr22:36052403-36052903
chr22	36053882	36054382	500	45	genic		APOL6	chr22:36053882-36054382
chr22	36080187	36080687	500	25	intergenic			chr22:36080187-36080687
chr22	36117856	36118356	500	58	genic		APOL5	chr22:36117856-36118356
chr22	36123468	36123968	500	134	genic		APOL5	chr22:36123468-36123968
chr22	36138281	36138781	500	461	genic		RBFOX2	chr22:36138281-36138781
