chr	start	end	gene_name	strand	gene_id	effective_length	expected_count	TPM
chr9	32629451	32635667	TAF1L	-	ENSG00000122728.6_3	5968.130000	2.000000	0.000000
chr9	32783496	32789199	TMEM215	+	ENSG00000188133.5_2	3333.130000	0.000000	0.000000
chr9	32972603	33001639	APTX	-	ENSG00000137074.18_3	961.780000	3692.000000	51.890000
chr9	33025200	33039906	DNAJA1	+	ENSG00000086061.15_2	2125.110000	19355.000000	123.110000
chr9	33041849	33076714	SMU1	-	ENSG00000122692.8_3	6874.130000	5095.000000	10.020000
chr9	33110638	33167356	B4GALT1	-	ENSG00000086062.12_2	3953.130000	2379.000000	8.130000
chr9	33166945	33179981	B4GALT1-AS1	+	ENSG00000233554.5_2	595.130000	1.000000	0.020000
chr9	33240161	33248565	SPINK4	+	ENSG00000122711.8_2	154.280000	44.000000	3.850000
chr9	33252469	33264759	BAG1	-	ENSG00000107262.18_3	851.120000	4982.000000	79.120000
chr9	33264876	33282067	CHMP5	+	ENSG00000086065.13_2	1221.170000	3769.000000	41.720000
chr9	33290414	33371161	NFX1	+	ENSG00000086102.18_2	3643.690000	4916.000000	18.240000
chr9	33384947	33402680	AQP7	-	ENSG00000165269.12_3	2631.130000	6.000000	0.030000
chr9	33441151	33447631	AQP3	-	ENSG00000165272.14_2	1584.980000	2278.000000	19.430000
chr9	33461350	33473941	NOL6	-	ENSG00000165271.16_3	3422.500000	6740.000000	26.620000
chr9	33504534	33511164	SUGT1P1	-	ENSG00000226823.1_2	228.220000	0.000000	0.000000
chr9	33524410	33573001	ANKRD18B	+	ENSG00000230453.9_2	2401.320000	144.000000	0.810000
chr9	33624222	33625532	ANXA2P2	+	ENSG00000231991.4_2	772.130000	121.020000	2.120000
chr9	33673501	33677418	PTENP1	-	ENSG00000237984.3_2	3748.130000	46.750000	0.170000
chr9	33677265	33688008	PTENP1-AS	+	ENSG00000281128.1_2	625.130000	0.000000	0.000000
chr9	33732972	33738414	LINC01251	-	ENSG00000233776.5_2	194.750000	0.000000	0.000000
chr9	33750463	33799229	PRSS3	+	ENSG00000010438.16_3	454.760000	0.000000	0.000000
chr9	33817181	33920401	UBE2R2	+	ENSG00000107341.4_2	3827.130000	2585.000000	9.130000
chr9	33921690	34048947	UBAP2	-	ENSG00000137073.21_3	3255.010000	5005.000000	20.780000
chr9	34086380	34126771	DCAF12	-	ENSG00000198876.12_3	3397.860000	5737.000000	22.820000
chr9	34179002	34252521	UBAP1	+	ENSG00000165006.13_3	2435.330000	2985.000000	16.570000
chr9	34252377	34329198	KIF24	-	ENSG00000186638.16_3	5630.260000	1033.000000	2.480000
chr9	34329503	34343711	NUDT2	+	ENSG00000164978.17_2	731.940000	820.000000	15.140000
chr9	34366663	34376894	KIAA1161	-	ENSG00000164976.8_2	6150.130000	111.000000	0.240000
chr9	34379016	34381598	C9orf24	-	ENSG00000164972.12_3	362.540000	0.000000	0.000000
chr9	34398181	34458568	FAM219A	-	ENSG00000164970.14_2	2326.230000	821.000000	4.770000
chr9	34458749	34520987	DNAI1	+	ENSG00000122735.15_3	408.160000	4.000000	0.130000
chr9	34521039	34523037	ENHO	-	ENSG00000168913.6_2	834.130000	1.000000	0.020000
chr9	34551429	34589735	CNTFR	-	ENSG00000122756.14_3	1454.380000	0.000000	0.000000
chr9	34568009	34583070	CNTFR-AS1	+	ENSG00000237159.5_2	382.800000	0.000000	0.000000
chr9	34610481	34612110	RPP25L	-	ENSG00000164967.9_2	686.490000	1685.000000	33.180000
chr9	34613541	34620520	DCTN3	-	ENSG00000137100.15_2	585.590000	1497.000000	34.550000
chr9	34621454	34628011	ARID3C	-	ENSG00000205143.2_2	1163.130000	0.000000	0.000000
chr9	34634718	34637823	SIGMAR1	-	ENSG00000147955.16_2	1191.600000	3792.000000	43.010000
chr9	34646585	34650595	GALT	+	ENSG00000213930.11_3	1023.860000	1218.000000	16.080000
chr9	34652181	34661898	IL11RA	+	ENSG00000137070.17_3	1258.350000	413.000000	4.440000
chr9	34661879	34662689	CCL27	-	ENSG00000213927.3_3	631.130000	17.850000	0.380000
chr9	34689566	34691274	CCL19	-	ENSG00000172724.11_2	279.550000	0.000000	0.000000
chr9	34709001	34710164	CCL21	-	ENSG00000137077.7_3	477.650000	0.000000	0.000000
chr9	34723049	34729535	FAM205A	-	ENSG00000205108.5_2	3977.130000	15.000000	0.050000
chr9	34830263	34838583	FAM205BP	-	ENSG00000257198.6_2	2474.510000	0.000000	0.000000
chr9	34889060	34895775	FAM205C	-	ENSG00000187791.12_2	574.830000	0.000000	0.000000
chr9	34958191	34982541	PHF24	+	ENSG00000122733.12_2	5470.130000	3.000000	0.010000
chr9	34985408	34989376	DNAJB5-AS1	-	ENSG00000281491.1_2	501.140000	0.000000	0.000000
chr9	34989637	34998430	DNAJB5	+	ENSG00000137094.14_2	2309.950000	476.000000	2.790000
chr9	35042204	35045988	C9orf131	+	ENSG00000174038.12_3	742.160000	33.430000	0.610000
chr9	35056064	35072739	VCP	-	ENSG00000165280.15_2	3412.290000	24331.000000	96.380000
chr9	35073834	35080013	FANCG	-	ENSG00000221829.9_2	985.720000	2435.000000	33.390000
chr9	35088684	35096546	PIGO	-	ENSG00000165282.13_3	2621.970000	1501.000000	7.740000
chr9	35099772	35103192	STOML2	-	ENSG00000165283.15_2	1022.640000	12638.000000	167.050000
chr9	35104117	35115908	FAM214B	-	ENSG00000005238.19_2	2569.830000	1033.000000	5.430000
chr9	35161988	35405332	UNC13B	+	ENSG00000198722.14_3	6041.830000	2941.000000	6.580000
chr9	35406751	35451105	ATP8B5P	+	ENSG00000179766.18_3	2274.130000	35.330000	0.210000
chr9	35489829	35561895	RUSC2	+	ENSG00000198853.11_3	4992.540000	1731.000000	4.690000
chr9	35561826	35563896	FAM166B	-	ENSG00000215187.10_2	581.140000	0.000000	0.000000
chr9	35605280	35610038	TESK1	+	ENSG00000107140.15_2	1586.500000	715.420000	6.100000
chr9	35609975	35618424	CD72	-	ENSG00000137101.12_2	1596.790000	38.580000	0.330000
chr9	35649296	35650947	SIT1	-	ENSG00000137078.8_2	844.880000	0.000000	0.000000
chr9	35658286	35661500	CCDC107	+	ENSG00000159884.11_2	914.030000	465.720000	6.890000
chr9	35659340	35665278	ARHGEF39	-	ENSG00000137135.17_2	1871.930000	2344.620000	16.930000
chr9	35673914	35681154	CA9	+	ENSG00000107159.12_2	547.010000	17.660000	0.440000
chr9	35682922	35690053	TPM2	-	ENSG00000198467.13_3	1247.310000	1064.000000	11.530000
chr9	35697333	35732392	TLN1	-	ENSG00000137076.20_3	4715.170000	19137.000000	54.860000
chr9	35732316	35737005	CREB3	+	ENSG00000107175.11_3	1476.200000	1263.000000	11.560000
chr9	35736862	35749225	GBA2	-	ENSG00000070610.14_3	1790.190000	6946.000000	52.450000
chr9	35749276	35753264	RGP1	+	ENSG00000107185.9_2	6770.130000	2675.000000	5.340000
chr9	35752987	35754274	MSMP	-	ENSG00000215183.4_2	344.680000	0.000000	0.000000
chr9	35792405	35809728	NPR2	+	ENSG00000159899.14_2	937.110000	567.910000	8.190000
chr9	35807781	35812259	SPAG8	-	ENSG00000137098.13_3	1619.150000	18.090000	0.150000
chr9	35812956	35815042	HINT2	-	ENSG00000137133.10_2	452.340000	1119.940000	33.470000
chr9	35817013	35828744	FAM221B	-	ENSG00000204930.9_2	1897.130000	0.000000	0.000000
chr9	35829221	35854844	TMEM8B	+	ENSG00000137103.16_2	1705.230000	164.060000	1.300000
chr9	35860270	35865515	LINC00950	+	ENSG00000281205.1_2	6533.130000	0.000000	0.000000
chr9	35869459	35870398	OR13J1	-	ENSG00000168828.5_2	1091.130000	0.000000	0.000000
chr9	35906188	35907138	HRCT1	+	ENSG00000196196.2_2	702.130000	0.000000	0.000000
chr9	35909479	35911617	SPAAR	+	ENSG00000235387.2_3	1018.180000	0.000000	0.000000
chr9	35957104	35958151	OR2S2	-	ENSG00000278889.4_3	799.130000	0.000000	0.000000
chr9	36036909	36086280	RECK	+	ENSG00000122707.11_2	2355.810000	25.000000	0.140000
chr9	36136532	36163910	GLIPR2	+	ENSG00000122694.15_2	1651.190000	373.000000	3.050000
chr9	36169388	36171331	CCIN	+	ENSG00000185972.5_2	1693.130000	0.000000	0.000000
chr9	36190852	36212059	CLTA	+	ENSG00000122705.16_2	826.450000	10209.000000	166.970000
chr9	36214438	36258496	GNE	-	ENSG00000159921.14_2	3752.860000	2445.000000	8.810000
chr9	36336398	36400296	RNF38	-	ENSG00000137075.17_2	4827.790000	911.000000	2.550000
chr9	36572858	36677680	MELK	+	ENSG00000165304.7_3	2027.280000	4338.000000	28.920000
chr9	36833271	37034476	PAX5	-	ENSG00000196092.12_2	8367.130000	10.000000	0.020000
chr9	37079892	37090398	EBLN3P	+	ENSG00000281649.1_2	2960.790000	3730.000000	17.030000
chr9	37120468	37358145	ZCCHC7	+	ENSG00000147905.17_2	2130.550000	4099.000000	26.010000
chr9	37422706	37436986	GRHPR	+	ENSG00000137106.17_3	997.360000	8092.430000	109.670000
chr9	37438099	37465407	ZBTB5	-	ENSG00000168795.4_2	4379.130000	4214.000000	13.010000
chr9	37485931	37503694	POLR1E	+	ENSG00000137054.15_2	1622.720000	6796.000000	56.610000
chr9	37510888	37576250	FBXO10	-	ENSG00000147912.12_3	4075.490000	1724.980000	5.720000
chr9	37588411	37592636	TOMM5	-	ENSG00000175768.12_3	515.970000	18467.840000	483.810000
chr9	37651051	37746901	FRMPD1	+	ENSG00000070601.9_3	3397.150000	0.000000	0.000000
chr9	37753799	37778969	TRMT10B	+	ENSG00000165275.9_2	1406.340000	750.000000	7.210000
chr9	37779710	37785089	EXOSC3	-	ENSG00000107371.12_3	619.840000	9386.000000	204.680000
chr9	37800782	37867665	DCAF10	+	ENSG00000122741.15_3	4291.850000	3207.000000	10.100000
chr9	37877571	37904350	SLC25A51	-	ENSG00000122696.13_3	1118.960000	1176.000000	14.210000
chr9	37915894	38069210	SHB	-	ENSG00000107338.9_3	2535.130000	1075.000000	5.730000
chr9	38392660	38398662	ALDH1B1	+	ENSG00000137124.7_3	2750.370000	3464.000000	17.020000
chr9	38406524	38424444	IGFBPL1	-	ENSG00000137142.4_2	845.130000	0.000000	0.000000
chr9	38540563	38545369	FAM95C	-	ENSG00000273036.2_3	1506.630000	0.000000	0.000000
chr9	38571360	38620657	ANKRD18A	-	ENSG00000180071.19_3	2161.270000	0.000000	0.000000
chr9	38621084	38623277	FAM201A	+	ENSG00000204860.4_2	1730.460000	0.000000	0.000000
chr9	39072763	39288300	CNTNAP3	-	ENSG00000106714.17_3	1927.700000	0.000000	0.000000
chr9	39355665	39361959	SPATA31A1	+	ENSG00000204849.7_2	4008.130000	1.700000	0.010000
chr9	39443813	39464526	ZNF658B	-	ENSG00000198566.7	2468.130000	0.000000	0.000000
chr9	40700290	40706537	SPATA31A3	+	ENSG00000147926.9	2248.630000	0.000000	0.000000
chr9	40715523	40722679	FAM74A3	+	ENSG00000274355.1_2	224.220000	0.000000	0.000000
chr9	40771411	40792116	ZNF658	-	ENSG00000274349.4_2	3639.930000	62.160000	0.230000
chr9	41952705	41955177	GLIDR	-	ENSG00000278175.3_2	1836.970000	35.000000	0.260000
chr9	41958801	42019584	FGF7P3	-	ENSG00000204837.4_2	1459.130000	207.120000	1.920000
chr9	42858151	42893137	AQP7P3	+	ENSG00000279688.1_2	793.130000	0.000000	0.000000
chr9	43608372	43615527	FAM74A7	-	ENSG00000277260.1_2	304.190000	0.000000	0.000000
chr9	43624501	43630730	SPATA31A6	-	ENSG00000185775.9	3961.130000	21.010000	0.070000
chr9	43684884	43922473	CNTNAP3B	+	ENSG00000154529.10	3635.940000	22.890000	0.090000
chr9	44990235	44991492	FAM27C	+	ENSG00000154537.4_2	368.170000	0.000000	0.000000
chr9	46687556	46746820	FGF7P6	+	ENSG00000227449.8_2	1082.310000	0.000000	0.000000
chr9	46763790	46833319	LINC01189	+	ENSG00000232827.2_2	3073.130000	5.990000	0.030000
chr9	65487272	65494386	FAM74A4	-	ENSG00000229746.1	1000.630000	0.000000	0.000000
chr9	66457288	66469310	LINC01410	+	ENSG00000238113.6_2	2629.130000	90.390000	0.460000
chr9	66494268	66503030	PTGER4P2-CDK2AP2P2	+	ENSG00000275450.1_3	2875.130000	1.000000	0.000000
chr9	67270214	67289492	AQP7P1	-	ENSG00000186466.5_2	797.130000	0.000000	0.000000
chr9	67784943	67786625	FAM27E3	-	ENSG00000232833.4	1258.130000	1882.850000	20.230000
chr9	67792928	67794189	FAM27B	-	ENSG00000170215.4	368.170000	227.090000	8.340000
chr9	67926760	67969840	ANKRD20A1	+	ENSG00000196774.3	3263.130000	71.540000	0.300000
chr9	68427783	68455368	FRG1JP	-	ENSG00000215548.2_2	683.130000	71.000000	1.400000
chr9	69080243	69147854	PGM5P2	-	ENSG00000277778.2_3	661.660000	0.000000	0.000000
chr9	69199479	69202204	FOXD4L6	-	ENSG00000204793.4	2477.130000	0.000000	0.000000
chr9	69204537	69262593	CBWD6	-	ENSG00000204790.8	712.460000	2332.320000	44.250000
chr9	69381980	69425109	ANKRD20A4	+	ENSG00000172014.12_2	3889.130000	39.450000	0.140000
chr9	70175706	70178815	FOXD4L5	-	ENSG00000204779.2_2	2861.130000	0.670000	0.000000
chr9	70856860	70914951	CBWD3	+	ENSG00000196873.15_3	633.530000	3069.270000	65.490000
chr9	70917782	70920000	FOXD4L3	+	ENSG00000187559.5_2	1791.130000	0.000000	0.000000
chr9	70970079	70972782	PGM5-AS1	-	ENSG00000224958.5_2	311.680000	0.000000	0.000000
chr9	70971814	71145977	PGM5	+	ENSG00000154330.12_3	2484.270000	3.000000	0.020000
chr9	71151497	71155783	TMEM252	-	ENSG00000181778.4_2	997.130000	0.000000	0.000000
chr9	71158456	71161518	LINC01506	-	ENSG00000234506.5_2	168.790000	0.000000	0.000000
chr9	71320329	71624092	PIP5K1B	+	ENSG00000107242.17_3	2193.190000	616.000000	3.800000
chr9	71394921	71398795	FAM122A	+	ENSG00000187866.8_3	4327.130000	1358.000000	4.240000
chr9	71627448	71629039	PRKACG	-	ENSG00000165059.7_3	1337.130000	0.000000	0.000000
chr9	71650478	71693993	FXN	+	ENSG00000165060.11_3	783.130000	1512.000000	26.100000
chr9	71788970	71870124	TJP2	+	ENSG00000119139.17_3	4138.660000	2841.000000	9.280000
chr9	71911596	71921972	BANCR	-	ENSG00000278910.3_2	204.240000	16.000000	1.060000
chr9	71944240	72007390	FAM189A2	+	ENSG00000135063.17_3	1612.960000	0.000000	0.000000
chr9	72042448	72287275	APBA1	-	ENSG00000107282.7_3	3669.190000	0.000000	0.000000
chr9	72324437	72374876	PTAR1	-	ENSG00000188647.12_2	5841.700000	5297.000000	12.260000
chr9	72434320	72435655	C9orf135-AS1	-	ENSG00000225626.2_2	724.810000	0.000000	0.000000
chr9	72435720	72521151	C9orf135	+	ENSG00000204711.8_2	480.430000	51.000000	1.430000
chr9	72658496	72841888	MAMDC2	+	ENSG00000165072.9_3	1802.670000	0.000000	0.000000
chr9	72768049	72790804	MAMDC2-AS1	-	ENSG00000204706.14_2	1675.130000	5.000000	0.040000
chr9	72830974	72873790	SMC5-AS1	-	ENSG00000268364.1_2	1570.130000	32.000000	0.280000
chr9	72873877	72969789	SMC5	+	ENSG00000198887.8_3	4380.640000	4313.000000	13.310000
chr9	72999512	73029573	KLF9	-	ENSG00000119138.4_2	4927.130000	1955.000000	5.360000
chr9	73149965	73483974	TRPM3	-	ENSG00000083067.22_3	4108.330000	0.000000	0.000000
chr9	74298281	74383800	TMEM2	-	ENSG00000135048.13_3	3919.930000	2143.000000	7.390000
chr9	74477367	74526161	ABHD17B	-	ENSG00000107362.13_2	1963.890000	972.000000	6.690000
chr9	74526422	74588371	C9orf85	+	ENSG00000155621.14_2	1097.590000	802.000000	9.880000
chr9	74666296	74675521	C9orf57	-	ENSG00000204669.9_2	1151.630000	0.000000	0.000000
chr9	74764266	74867140	GDA	+	ENSG00000119125.16_2	3034.580000	2544.000000	11.330000
chr9	74920351	74958126	LINC01504	+	ENSG00000225434.2_2	864.480000	0.000000	0.000000
chr9	74966340	74980163	ZFAND5	-	ENSG00000107372.12_2	1984.490000	3655.460000	24.900000
chr9	75136716	75451267	TMC1	+	ENSG00000165091.15_2	1388.810000	0.000000	0.000000
chr9	75486644	75489025	LINC01474	-	ENSG00000236849.5_2	347.290000	21.000000	0.820000
chr9	75515577	75568233	ALDH1A1	-	ENSG00000165092.12_3	1859.130000	2293.000000	16.670000
chr9	75766646	75785310	ANXA1	+	ENSG00000135046.13_3	1221.770000	37341.000000	413.120000
chr9	77088350	77113469	RORB-AS1	-	ENSG00000224825.2_2	930.130000	0.000000	0.000000
chr9	77112251	77302117	RORB	+	ENSG00000198963.10_2	6025.630000	0.000000	0.000000
chr9	77337410	77503010	TRPM6	-	ENSG00000119121.21_2	7996.130000	40.000000	0.070000
chr9	77561498	77567802	C9orf40	-	ENSG00000135045.6_2	2079.130000	1996.000000	12.980000
chr9	77567880	77612296	C9orf41-AS1	+	ENSG00000203321.2_2	471.140000	0.000000	0.000000
chr9	77595709	77643346	CARNMT1	-	ENSG00000156017.12_3	3068.270000	1858.000000	8.190000
chr9	77676115	77703133	NMRK1	-	ENSG00000106733.20_2	843.090000	53.000000	0.850000
chr9	77703397	77762114	OSTF1	+	ENSG00000134996.11_2	1071.130000	995.000000	12.560000
chr9	78505559	78810805	PCSK5	+	ENSG00000099139.13_3	4426.740000	0.000000	0.000000
chr9	79000432	79009444	RFK	-	ENSG00000135002.11_3	2326.210000	1700.000000	9.880000
chr9	79013514	79014954	RPSAP9	+	ENSG00000234618.1_2	640.130000	4.980000	0.110000
chr9	79074067	79122332	GCNT1	+	ENSG00000187210.12_3	5228.130000	10.000000	0.030000
chr9	79226291	79521003	PRUNE2	-	ENSG00000106772.17_3	5026.040000	9.000000	0.020000
chr9	79379351	79402485	PCA3	+	ENSG00000225937.1_2	3674.130000	0.000000	0.000000
chr9	79634570	79635869	FOXB2	+	ENSG00000204612.1_2	1051.130000	0.000000	0.000000
chr9	79791671	79792833	VPS13A-AS1	-	ENSG00000232998.1_2	271.200000	0.000000	0.000000
chr9	79792360	80032399	VPS13A	+	ENSG00000197969.11_3	8890.640000	5747.000000	8.740000
chr9	80037994	80263232	GNA14	-	ENSG00000156049.6_2	2234.130000	3.000000	0.020000
chr9	80062564	80141678	GNA14-AS1	+	ENSG00000231373.1_2	357.170000	0.000000	0.000000
chr9	80331189	80646365	GNAQ	-	ENSG00000156052.10_2	6291.130000	3695.000000	7.940000
chr9	80850977	80881983	CEP78	+	ENSG00000148019.12_2	2707.420000	2764.000000	13.800000
chr9	80911990	80945009	PSAT1	+	ENSG00000135069.13_2	1906.630000	11164.000000	79.150000
chr9	82186687	82341796	TLE4	+	ENSG00000106829.18_3	1389.210000	453.250000	4.410000
chr9	82589937	82649470	LINC01507	+	ENSG00000230945.1_2	198.240000	0.000000	0.000000
chr9	84198597	84304450	TLE1	-	ENSG00000196781.14_3	1054.810000	0.000000	0.000000
chr9	84528351	84534842	SPATA31D5P	+	ENSG00000240632.6_2	4575.630000	0.000000	0.000000
chr9	84543342	84549913	SPATA31D4	+	ENSG00000189357.8_2	4539.130000	0.000000	0.000000
chr9	84558414	84565009	SPATA31D3	+	ENSG00000186788.13_3	4537.130000	0.000000	0.000000
chr9	84603686	84610171	SPATA31D1	+	ENSG00000214929.3_2	2462.650000	0.000000	0.000000
chr9	85594499	85678043	RASEF	-	ENSG00000165105.9_2	1517.130000	1.000000	0.010000
chr9	85857904	86153348	FRMD3	-	ENSG00000172159.15_2	4152.010000	39.000000	0.130000
chr9	86237963	86259045	IDNK	+	ENSG00000148057.15_3	381.160000	14.000000	0.500000
chr9	86274877	86323168	UBQLN1	-	ENSG00000135018.13_2	3636.430000	9363.000000	34.800000
chr9	86354335	86432752	GKAP1	-	ENSG00000165113.12_2	1326.620000	219.000000	2.230000
chr9	86451614	86536380	KIF27	-	ENSG00000165115.14_2	4140.540000	187.430000	0.610000
chr9	86553226	86571657	C9orf64	-	ENSG00000165118.14_2	2109.470000	1857.000000	11.900000
chr9	86582997	86595186	HNRNPK	-	ENSG00000165119.20_3	1632.910000	72742.120000	602.140000
chr9	86595636	86618987	RMI1	+	ENSG00000178966.16_3	2351.630000	915.000000	5.260000
chr9	86890764	86955694	SLC28A3	-	ENSG00000197506.7_2	2452.660000	0.000000	0.000000
chr9	87284594	87641985	NTRK2	+	ENSG00000148053.15_2	6460.880000	0.000000	0.000000
chr9	88161453	88356944	AGTPBP1	-	ENSG00000135049.15_3	4080.440000	801.000000	2.650000
chr9	88556056	88637217	NAA35	+	ENSG00000135040.15_2	2295.520000	2966.000000	17.460000
chr9	88641057	88714510	GOLM1	-	ENSG00000135052.16_2	2774.130000	306.000000	1.490000
chr9	88835179	88874572	C9orf153	-	ENSG00000187753.12_2	124.440000	8.000000	0.870000
chr9	88879462	88897490	ISCA1	-	ENSG00000135070.14_3	1552.070000	1756.760000	15.300000
chr9	88902647	88969402	ZCCHC6	-	ENSG00000083223.17_2	3146.970000	2626.000000	11.280000
chr9	89559276	89562104	GAS1	-	ENSG00000180447.6_2	2579.130000	0.000000	0.000000
chr9	89563612	89616948	GAS1RR	+	ENSG00000226237.1_3	4139.130000	0.000000	0.000000
chr9	89763558	89774641	C9orf170	+	ENSG00000204446.4_2	2991.130000	0.000000	0.000000
chr9	90112595	90323549	DAPK1	+	ENSG00000196730.12_3	2985.200000	3027.000000	13.710000
chr9	90340973	90346384	CTSL	+	ENSG00000135047.14_2	1142.820000	7620.000000	90.130000
chr9	90387829	90401799	CTSL3P	+	ENSG00000188029.8_2	474.650000	0.000000	0.000000
chr9	90459659	90462339	CTSLP8	+	ENSG00000234575.1_2	719.130000	0.000000	0.000000
chr9	90497771	90503814	SPATA31E1	+	ENSG00000177992.9_2	4230.130000	0.000000	0.000000
chr9	90532876	90538572	SPATA31C1	+	ENSG00000230246.7_2	3647.130000	3.000000	0.010000
chr9	90581358	90589695	CDK20	-	ENSG00000156345.17_2	2883.390000	59.000000	0.280000
chr9	90744219	90749900	SPATA31C2	-	ENSG00000177910.7_2	3529.130000	207.000000	0.790000
chr9	91003296	91093622	SPIN1	+	ENSG00000106723.16_2	3341.240000	2694.000000	10.900000
chr9	91150015	91190704	NXNL2	+	ENSG00000130045.15_2	986.130000	8.000000	0.110000
chr9	91605777	91611057	C9orf47	+	ENSG00000186354.10_3	4581.130000	2.000000	0.010000
chr9	91606323	91620069	S1PR3	+	ENSG00000213694.3_3	4331.410000	86.000000	0.270000
chr9	91620685	91793682	SHC3	-	ENSG00000148082.9_3	4920.650000	0.000000	0.000000
chr9	91926109	91931618	CKS2	+	ENSG00000123975.4_2	365.170000	6553.000000	242.560000
chr9	91933387	91974578	SECISBP2	+	ENSG00000187742.14_2	2697.510000	4702.000000	23.560000
chr9	91992151	92094611	SEMA4D	-	ENSG00000187764.11_3	3237.820000	374.000000	1.560000
chr9	92219926	92221469	GADD45G	+	ENSG00000130222.10_2	817.130000	16.000000	0.260000
chr9	92254697	92334674	UNQ6494	+	ENSG00000237372.2_2	1244.630000	0.000000	0.000000
chr9	92782935	92803781	MIR4290HG	-	ENSG00000227555.1_2	2472.130000	0.000000	0.000000
chr9	93063177	93195771	LINC01508	-	ENSG00000231107.1_2	636.130000	0.000000	0.000000
chr9	93224713	93345028	LINC01501	-	ENSG00000229613.1_2	249.380000	0.000000	0.000000
chr9	93372113	93405387	DIRAS2	-	ENSG00000165023.6_3	1594.500000	0.000000	0.000000
chr9	93563961	93660842	SYK	+	ENSG00000165025.14_2	4755.640000	3299.000000	9.380000
chr9	93976096	94124206	AUH	-	ENSG00000148090.11_2	968.730000	914.000000	12.750000
chr9	94171326	94186908	NFIL3	-	ENSG00000165030.3_2	1837.130000	771.000000	5.670000
chr9	94484877	94712444	ROR2	-	ENSG00000169071.14_3	2918.630000	2820.000000	13.060000
chr9	94793415	94877756	SPTLC1	-	ENSG00000090054.13_2	1406.360000	6391.000000	61.430000
chr9	94903748	94921890	LINC00475	+	ENSG00000225511.6_2	208.240000	2.000000	0.130000
chr9	94972489	95056038	IARS	-	ENSG00000196305.17_3	3439.590000	30391.000000	119.430000
chr9	95059639	95087876	NOL8	-	ENSG00000198000.11_3	2717.440000	9042.000000	44.980000
chr9	95087749	95377437	CENPP	+	ENSG00000188312.13_2	2016.990000	2089.050000	14.000000
chr9	95145552	95166981	OGN	-	ENSG00000106809.10_2	2723.130000	23.000000	0.110000
chr9	95176526	95186836	OMD	-	ENSG00000127083.7_2	2201.130000	21.000000	0.130000
chr9	95218488	95244844	ASPN	-	ENSG00000106819.11_2	2222.130000	1.000000	0.010000
chr9	95257593	95298374	ECM2	-	ENSG00000106823.12_3	1781.890000	0.000000	0.000000
chr9	95375465	95432547	IPPK	-	ENSG00000127080.9_2	3318.270000	2113.950000	8.610000
chr9	95473644	95527083	BICD2	-	ENSG00000185963.13_2	4990.780000	3401.000000	9.210000
chr9	95571892	95600739	ANKRD19P	+	ENSG00000187984.12_2	1651.130000	15.000000	0.120000
chr9	95607312	95640320	ZNF484	-	ENSG00000127081.13_2	3320.910000	269.000000	1.090000
chr9	95736717	95798518	FGD3	+	ENSG00000127084.17_2	3055.130000	82.000000	0.360000
chr9	95820969	95847418	SUSD3	+	ENSG00000157303.10_3	910.770000	958.000000	14.220000
chr9	95858404	95875577	CARD19	+	ENSG00000165233.17_2	637.320000	1099.000000	23.310000
chr9	95883770	95896570	NINJ1	-	ENSG00000131669.9_2	1042.370000	491.000000	6.370000
chr9	95947211	96082854	WNK2	+	ENSG00000165238.16_3	2596.790000	200.000000	1.040000
chr9	96080480	96108696	C9orf129	-	ENSG00000204352.2_2	906.130000	1.020000	0.020000
chr9	96208781	96213886	FAM120AOS	-	ENSG00000188938.15_3	1453.820000	3435.000000	31.940000
chr9	96213977	96328397	FAM120A	+	ENSG00000048828.16_3	4798.590000	9257.980000	26.080000
chr9	96338908	96441869	PHF2	+	ENSG00000197724.10_3	4272.230000	2444.000000	7.730000
chr9	96713908	96717608	BARX1	-	ENSG00000131668.13_2	1180.130000	0.000000	0.000000
chr9	96718115	96720204	BARX1-AS1	+	ENSG00000235601.1_2	628.290000	0.000000	0.000000
chr9	96846710	96872138	PTPDC1	+	ENSG00000158079.14_3	3604.710000	1377.000000	5.160000
chr9	96938851	96966848	MIRLET7DHG	-	ENSG00000230262.6_2	1029.130000	0.000000	0.000000
chr9	97021547	97064111	ZNF169	+	ENSG00000175787.16_2	1234.810000	970.000000	10.620000
chr9	97080477	97090926	NUTM2F	-	ENSG00000130950.13_2	2313.130000	12.240000	0.070000
chr9	97136832	97223202	MFSD14B	+	ENSG00000148110.15_3	3025.270000	9156.650000	40.910000
chr9	97317326	97331038	PCAT7	+	ENSG00000231806.2_2	916.130000	0.000000	0.000000
chr9	97320995	97356114	FBP2	-	ENSG00000130957.4_2	1057.130000	0.000000	0.000000
chr9	97365420	97401923	FBP1	-	ENSG00000165140.9_2	944.800000	0.000000	0.000000
chr9	97488950	97849500	C9orf3	+	ENSG00000148120.16_1	735.410000	792.000000	14.560000
chr9	97861335	98079991	FANCC	-	ENSG00000158169.12_3	3435.620000	1908.000000	7.510000
chr9	98205263	98270831	PTCH1	-	ENSG00000185920.15_3	4491.240000	987.000000	2.970000
chr9	98632565	98638259	LINC00476	-	ENSG00000175611.11_2	981.140000	397.690000	5.480000
chr9	98637899	98780735	ERCC6L2	+	ENSG00000182150.15_3	1625.230000	1319.310000	10.970000
chr9	98782013	98784093	LINC00092	-	ENSG00000225194.2_2	708.830000	0.000000	0.000000
chr9	98997588	99064434	HSD17B3	-	ENSG00000130948.9_2	466.760000	0.000000	0.000000
